DATE,AAPL,NFLX,BA,T,MGM,AMZN,IBM,GOOG,SP500
11/10/2023,179.80,365.93,196.07,14.77,38.01,131.83,143.23,141.70,"4,376.95"
10/10/2023,178.39,373.32,193.53,14.96,37.39,129.48,142.11,139.20,"4,358.24"
09/10/2023,178.99,385.95,188.49,14.73,37.18,128.26,142.20,139.50,"4,335.66"
06/10/2023,177.49,381.51,187.38,14.45,36.48,127.96,142.03,138.73,"4,308.50"
05/10/2023,174.91,372.59,186.29,14.83,34.79,125.96,141.52,135.99,"4,258.19"
04/10/2023,173.66,376.90,186.73,14.65,35.16,127.00,141.07,136.27,"4,263.75"
03/10/2023,172.40,376.75,188.92,14.78,35.72,124.72,140.39,133.30,"4,229.45"
02/10/2023,173.75,380.33,187.83,14.67,36.79,129.46,140.80,135.17,"4,288.39"
29/09/2023,171.21,377.60,191.68,15.02,36.76,127.12,140.30,131.85,"4,288.05"
28/09/2023,170.69,376.36,190.43,15.01,36.64,125.98,141.58,133.13,"4,299.70"
27/09/2023,170.43,377.59,195.46,14.87,36.49,125.98,143.17,131.46,"4,274.51"
26/09/2023,171.96,379.25,195.64,15.02,36.85,125.98,143.24,129.45,"4,273.53"
25/09/2023,176.08,384.80,198.78,15.06,36.86,131.27,146.48,132.17,"4,337.44"
22/09/2023,174.79,379.81,197.71,15.12,36.54,129.12,146.91,131.25,"4,320.06"
21/09/2023,173.93,384.15,199.95,15.31,37.03,129.33,147.38,131.36,"4,330.00"
20/09/2023,175.49,386.30,202.37,15.55,38.77,135.29,149.83,134.59,"4,402.20"
19/09/2023,179.07,396.20,204.48,15.21,39.20,137.63,146.52,138.83,"4,443.95"
18/09/2023,177.97,394.40,205.12,15.09,40.29,139.98,145.09,138.96,"4,453.53"
15/09/2023,175.01,396.94,208.11,15.23,41.08,140.39,145.99,138.30,"4,450.32"
14/09/2023,175.74,400.49,209.05,15.06,41.58,144.72,147.35,138.99,"4,505.10"
13/09/2023,174.21,412.24,208.40,14.62,41.47,144.85,146.55,137.50,"4,467.44"
12/09/2023,176.30,434.69,210.65,14.46,41.99,141.23,146.30,136.07,"4,461.90"
11/09/2023,179.36,445.36,211.01,14.52,42.70,143.10,148.38,137.74,"4,487.46"
08/09/2023,178.18,442.80,211.27,14.40,43.74,138.23,147.68,137.20,"4,457.49"
07/09/2023,177.56,443.14,216.05,14.61,43.40,137.85,147.52,136.20,"4,451.14"
06/09/2023,182.91,445.76,217.95,14.61,43.47,135.36,148.06,135.37,"4,465.48"
05/09/2023,189.70,448.68,222.57,14.48,43.22,137.27,148.13,136.71,"4,496.83"
01/09/2023,189.46,439.88,223.40,14.65,44.35,138.12,147.94,136.80,"4,515.77"
31/08/2023,187.87,433.68,224.03,14.79,43.98,138.01,146.83,137.35,"4,507.66"
30/08/2023,187.65,434.67,228.85,14.73,44.03,135.07,146.86,136.93,"4,514.87"
29/08/2023,184.12,429.99,227.25,14.77,43.58,134.91,146.45,135.49,"4,497.63"
28/08/2023,180.19,418.06,227.06,14.21,43.13,133.14,146.02,131.79,"4,433.31"
25/08/2023,178.61,416.03,223.41,14.11,42.17,133.26,145.35,130.69,"4,405.71"
24/08/2023,176.38,406.93,217.31,14.15,42.40,131.84,143.55,130.42,"4,376.31"
23/08/2023,181.12,427.55,228.58,14.16,43.09,135.52,143.41,133.21,"4,436.01"
22/08/2023,177.23,413.17,230.07,14.26,42.64,134.25,141.49,129.69,"4,387.55"
21/08/2023,175.84,408.29,227.22,14.10,42.29,134.68,142.28,128.93,"4,399.77"
18/08/2023,174.49,404.53,226.65,14.05,42.54,133.22,141.41,128.11,"4,369.71"
17/08/2023,174.00,403.00,224.54,14.01,42.55,133.98,140.66,130.46,"4,370.36"
16/08/2023,176.57,415.45,229.95,14.10,43.73,135.07,140.64,129.11,"4,404.33"
15/08/2023,177.45,423.70,232.26,14.14,44.18,137.67,141.87,130.27,"4,437.86"
14/08/2023,179.46,427.78,236.71,14.26,45.66,140.57,141.91,131.83,"4,489.72"
11/08/2023,177.79,421.66,235.72,14.37,45.83,138.41,143.12,130.17,"4,464.05"
10/08/2023,177.97,429.98,238.26,14.17,46.48,138.56,143.25,130.21,"4,468.83"
09/08/2023,178.19,428.90,237.86,14.27,45.75,137.85,142.49,130.15,"4,467.71"
08/08/2023,179.80,438.30,238.04,14.18,45.99,139.94,145.91,131.84,"4,499.38"
07/08/2023,178.85,440.76,238.25,14.01,45.70,142.22,146.18,131.94,"4,518.44"
04/08/2023,181.99,431.60,231.36,14.00,44.99,139.57,144.24,128.54,"4,478.03"
03/08/2023,191.17,431.00,231.36,14.09,45.76,128.91,144.45,128.77,"4,501.89"
02/08/2023,192.58,429.70,231.38,14.35,49.26,128.21,144.17,128.64,"4,513.39"
01/08/2023,195.61,438.62,238.01,14.30,50.03,131.69,143.33,131.89,"4,576.73"
31/07/2023,196.45,438.97,238.85,14.52,50.77,133.68,144.18,133.11,"4,588.96"
28/07/2023,195.83,425.78,238.69,14.45,50.90,132.21,143.45,133.01,"4,582.23"
27/07/2023,193.22,413.17,233.75,14.51,50.09,128.25,142.97,129.87,"4,537.41"
26/07/2023,194.50,422.67,232.80,14.89,50.17,128.15,141.07,129.66,"4,566.75"
25/07/2023,193.62,427.70,214.12,14.80,49.71,129.13,140.33,122.79,"4,567.46"
24/07/2023,192.75,428.37,215.87,14.95,49.00,128.80,139.54,121.88,"4,554.64"
21/07/2023,191.94,427.50,211.80,14.76,49.62,130.00,138.94,120.31,"4,536.34"
20/07/2023,193.13,437.42,213.61,14.66,49.75,129.96,138.38,119.53,"4,534.87"
19/07/2023,195.10,477.59,208.60,14.59,49.93,135.36,135.48,122.78,"4,565.72"
18/07/2023,193.73,474.80,211.57,13.45,49.89,132.83,135.36,124.08,"4,554.98"
17/07/2023,193.99,450.05,211.87,13.53,48.19,133.56,134.24,125.06,"4,522.79"
14/07/2023,190.69,441.91,213.12,14.50,48.26,134.68,133.40,125.70,"4,505.42"
13/07/2023,190.54,450.38,216.85,15.12,48.99,134.30,133.92,124.83,"4,510.04"
12/07/2023,189.77,444.05,217.11,15.12,47.06,130.80,132.84,119.62,"4,472.16"
11/07/2023,188.08,440.21,218.76,15.23,46.62,128.78,134.44,117.71,"4,439.26"
10/07/2023,188.61,441.71,213.31,15.27,45.50,127.13,132.90,116.87,"4,409.53"
07/07/2023,190.68,438.10,212.10,15.61,43.09,129.78,132.08,120.14,"4,398.95"
06/07/2023,191.81,438.84,212.62,15.87,42.09,128.36,132.16,120.93,"4,411.59"
05/07/2023,191.33,445.90,213.31,16.07,42.49,130.38,134.24,122.63,"4,446.82"
03/07/2023,192.46,441.44,210.92,16.12,43.80,130.22,133.67,120.56,"4,455.59"
30/06/2023,193.97,440.49,211.16,15.95,43.92,130.36,133.81,120.97,"4,450.38"
29/06/2023,189.59,428.24,211.83,15.98,43.01,127.90,134.06,120.01,"4,396.44"
28/06/2023,189.25,429.84,210.72,15.78,42.36,129.04,131.76,121.08,"4,376.86"
27/06/2023,188.06,417.08,209.43,15.84,42.44,129.18,132.34,119.01,"4,378.41"
26/06/2023,185.27,415.94,205.58,15.63,41.75,127.33,131.34,119.09,"4,328.82"
23/06/2023,186.68,424.02,205.41,15.45,41.38,129.33,129.43,123.02,"4,348.33"
22/06/2023,187.00,422.48,205.61,15.58,42.50,130.15,131.17,123.87,"4,381.89"
21/06/2023,183.96,424.45,212.08,15.61,42.93,124.83,133.69,121.26,"4,365.69"
20/06/2023,185.01,434.70,212.37,15.78,43.06,125.78,135.96,123.85,"4,388.71"
16/06/2023,184.92,431.96,219.99,16.06,42.64,125.49,137.48,124.06,"4,409.59"
15/06/2023,186.01,445.27,219.41,16.03,43.72,127.11,138.40,125.79,"4,425.84"
14/06/2023,183.95,440.86,216.90,15.84,43.84,126.42,137.20,124.38,"4,372.59"
13/06/2023,183.31,435.73,220.38,15.82,44.23,126.66,137.60,124.43,"4,369.01"
12/06/2023,183.79,423.97,221.56,15.93,42.80,126.57,136.42,124.35,"4,338.93"
09/06/2023,180.96,420.02,217.31,15.95,41.33,123.43,135.30,122.87,"4,298.86"
08/06/2023,180.57,409.37,218.11,16.07,41.57,124.25,134.41,122.67,"4,293.93"
07/06/2023,177.82,399.77,211.93,16.10,41.53,121.23,134.38,122.94,"4,267.52"
06/06/2023,179.21,399.29,207.29,15.67,41.31,126.61,132.69,127.91,"4,283.85"
05/06/2023,179.58,403.54,208.78,15.39,40.76,125.30,132.64,126.63,"4,273.79"
02/06/2023,180.95,400.47,213.32,15.21,40.71,124.25,132.42,125.23,"4,282.37"
01/06/2023,180.09,403.13,207.96,15.81,39.12,122.77,129.82,124.37,"4,221.02"
31/05/2023,177.25,395.23,205.70,15.73,39.29,120.58,128.59,123.37,"4,179.83"
30/05/2023,177.30,392.98,204.69,15.64,39.64,121.66,129.48,124.64,"4,205.52"
26/05/2023,175.43,378.88,203.63,15.50,40.39,120.11,128.89,125.43,"4,205.45"
25/05/2023,172.99,359.00,200.87,15.15,39.96,115.00,126.76,124.35,"4,151.28"
24/05/2023,171.84,364.85,199.27,15.95,39.83,116.75,125.68,121.64,"4,115.24"
23/05/2023,171.56,355.99,202.60,16.10,40.17,114.99,128.18,123.29,"4,145.58"
22/05/2023,174.20,363.01,205.91,16.38,42.33,115.01,127.50,125.87,"4,192.63"
19/05/2023,175.16,365.36,205.49,16.31,42.48,116.25,127.26,123.25,"4,191.98"
18/05/2023,175.05,371.29,207.24,16.55,42.94,118.15,126.15,123.52,"4,198.05"
17/05/2023,172.69,339.96,206.87,16.66,42.19,115.50,125.71,121.48,"4,158.77"
16/05/2023,172.07,333.75,200.87,16.53,41.15,113.40,123.46,120.09,"4,109.90"
15/05/2023,172.07,335.89,202.77,16.95,42.69,111.20,123.36,116.96,"4,136.28"
12/05/2023,172.57,339.89,200.70,17.03,41.97,110.26,122.84,117.92,"4,124.08"
11/05/2023,173.75,344.76,201.84,16.96,42.52,112.18,120.90,116.90,"4,130.62"
10/05/2023,173.56,335.42,200.84,17.04,42.88,110.19,122.02,112.28,"4,137.64"
09/05/2023,171.77,332.14,201.88,17.02,43.39,106.62,121.17,107.94,"4,119.17"
08/05/2023,173.50,331.21,197.26,17.12,43.44,105.83,123.40,108.24,"4,138.12"
05/05/2023,173.57,322.76,198.34,17.13,43.14,105.66,123.65,106.22,"4,136.25"
04/05/2023,165.79,320.78,197.05,16.91,42.81,104.00,122.57,105.21,"4,061.22"
03/05/2023,167.45,319.30,200.93,17.09,43.74,103.65,123.45,106.12,"4,090.75"
02/05/2023,168.54,317.55,203.25,17.07,45.95,103.63,125.16,105.98,"4,119.58"
01/05/2023,169.59,324.12,203.87,17.50,46.04,102.05,126.09,107.71,"4,167.87"
28/04/2023,169.68,329.93,206.78,17.67,44.92,105.45,126.41,108.22,"4,169.48"
27/04/2023,168.41,325.85,206.04,17.61,43.39,109.82,126.97,108.37,"4,135.35"
26/04/2023,163.76,321.15,203.03,17.20,42.37,104.98,125.85,104.45,"4,055.99"
25/04/2023,163.77,322.55,202.19,17.51,43.44,102.57,125.89,104.61,"4,071.63"
24/04/2023,165.33,329.02,205.77,17.53,44.75,106.21,125.40,106.78,"4,137.04"
21/04/2023,165.02,327.98,205.15,18.22,44.88,106.96,125.73,105.91,"4,133.52"
20/04/2023,166.65,325.35,207.23,17.65,44.60,103.81,126.36,105.90,"4,129.79"
19/04/2023,167.63,323.12,208.71,19.70,44.64,104.30,126.32,105.02,"4,154.52"
18/04/2023,166.47,333.70,208.37,19.82,44.59,102.30,127.78,105.12,"4,154.87"
17/04/2023,165.23,332.72,205.03,19.79,43.88,102.74,127.82,106.42,"4,151.32"
14/04/2023,165.21,338.63,201.71,19.93,43.55,102.51,128.14,109.46,"4,137.64"
13/04/2023,165.56,346.19,213.59,19.96,43.60,102.40,127.90,108.19,"4,146.22"
12/04/2023,160.10,331.03,212.34,19.77,42.98,97.83,128.54,105.22,"4,091.95"
11/04/2023,160.80,338.21,212.32,19.69,43.36,99.92,130.42,106.12,"4,108.94"
10/04/2023,162.03,338.99,210.78,19.57,43.18,102.17,131.03,106.95,"4,109.11"
06/04/2023,164.66,339.33,211.37,19.65,42.98,102.06,130.50,108.90,"4,105.02"
05/04/2023,163.76,342.35,210.00,19.88,43.18,101.10,132.14,104.95,"4,090.38"
04/04/2023,165.63,346.75,213.90,19.64,44.03,103.95,131.60,105.12,"4,100.60"
03/04/2023,166.17,348.28,215.39,19.39,44.25,102.41,132.06,104.91,"4,124.51"
31/03/2023,164.90,345.48,212.43,19.25,44.42,103.29,131.09,104.00,"4,109.31"
30/03/2023,162.36,338.43,211.04,19.08,43.33,102.00,129.22,101.32,"4,050.83"
29/03/2023,160.77,332.03,207.97,19.00,43.08,100.25,129.71,101.90,"4,027.81"
28/03/2023,157.65,323.52,204.96,18.72,41.81,97.24,129.34,101.36,"3,971.27"
27/03/2023,158.28,327.66,200.57,18.87,41.73,98.04,129.31,103.06,"3,977.53"
24/03/2023,160.25,328.39,197.53,18.61,41.11,98.13,125.29,106.06,"3,970.99"
23/03/2023,158.93,320.37,197.90,18.46,41.23,98.71,123.37,106.26,"3,948.72"
22/03/2023,157.83,293.90,196.16,18.39,41.59,98.70,124.05,104.22,"3,936.97"
21/03/2023,159.28,305.79,204.70,18.54,42.68,100.61,126.57,105.84,"4,002.87"
20/03/2023,157.40,305.13,204.77,18.49,41.79,97.71,125.94,101.93,"3,951.57"
17/03/2023,155.00,303.50,201.05,18.13,41.25,98.95,123.69,102.46,"3,916.64"
16/03/2023,155.85,310.06,203.19,18.39,41.95,100.04,124.70,101.07,"3,960.28"
15/03/2023,152.99,303.79,198.21,18.31,41.04,96.20,123.28,96.55,"3,891.93"
14/03/2023,152.59,294.94,207.28,18.44,42.33,94.88,124.65,94.25,"3,919.29"
13/03/2023,150.47,293.51,203.37,18.30,41.74,92.43,125.58,91.66,"3,855.76"
10/03/2023,148.50,292.76,203.07,18.43,42.68,90.73,125.45,91.01,"3,861.59"
09/03/2023,150.59,297.78,201.24,18.32,43.18,92.25,126.16,92.66,"3,918.32"
08/03/2023,152.87,311.79,207.20,18.61,45.18,93.92,128.05,94.65,"3,992.01"
07/03/2023,151.60,308.47,207.92,18.71,44.82,93.55,128.25,94.17,"3,986.37"
06/03/2023,153.83,312.03,211.92,18.77,45.29,93.75,130.19,95.58,"4,048.42"
03/03/2023,151.03,315.18,215.11,18.81,45.91,94.90,129.64,94.02,"4,045.64"
02/03/2023,145.91,311.88,210.06,18.66,45.27,92.13,128.93,92.31,"3,981.35"
01/03/2023,145.31,313.48,204.55,18.66,44.38,92.17,128.19,90.51,"3,951.39"
28/02/2023,147.41,322.13,201.55,18.91,43.01,94.23,129.30,90.30,"3,970.15"
27/02/2023,147.92,323.03,200.46,19.03,42.84,93.76,130.49,90.10,"3,982.24"
24/02/2023,146.71,317.15,198.15,19.24,42.60,93.50,130.57,89.35,"3,970.04"
23/02/2023,149.40,323.65,208.13,19.35,43.15,95.82,130.79,91.07,"4,012.32"
22/02/2023,148.91,334.88,205.76,19.38,43.27,95.79,130.97,91.80,"3,991.05"
21/02/2023,148.48,337.50,205.52,19.21,42.98,94.58,131.71,92.05,"3,997.34"
17/02/2023,152.55,347.96,211.66,19.44,43.56,97.20,135.02,94.59,"4,079.09"
16/02/2023,153.71,350.71,212.21,19.26,44.20,98.15,135.00,95.78,"4,090.41"
15/02/2023,155.33,361.42,217.44,19.25,44.18,101.16,136.40,97.10,"4,147.60"
14/02/2023,153.20,359.96,218.45,19.15,44.14,99.70,136.01,94.95,"4,136.13"
13/02/2023,153.85,358.57,215.65,19.26,44.12,99.54,137.35,95.00,"4,137.29"
10/02/2023,151.01,347.36,212.89,19.07,43.83,97.61,135.60,94.86,"4,090.46"
09/02/2023,150.87,362.50,211.99,18.97,44.10,98.24,133.75,95.46,"4,081.50"
08/02/2023,151.92,366.83,213.50,19.16,41.43,100.05,135.98,100.00,"4,117.86"
07/02/2023,154.65,362.95,214.76,19.25,41.99,102.11,135.84,108.04,"4,164.00"
06/02/2023,151.73,361.48,206.81,19.58,41.24,102.18,136.18,103.47,"4,111.08"
03/02/2023,154.50,365.90,206.01,19.83,41.71,103.39,136.94,105.22,"4,136.48"
02/02/2023,150.82,366.89,209.34,20.28,41.39,112.91,136.39,108.80,"4,179.76"
01/02/2023,145.43,361.99,214.75,20.18,41.91,105.15,135.09,101.43,"4,119.21"
31/01/2023,144.29,353.86,213.00,20.37,41.41,103.13,134.73,99.87,"4,076.60"
30/01/2023,143.00,353.11,209.67,20.16,39.86,100.55,135.30,97.95,"4,017.77"
27/01/2023,145.93,360.77,211.17,19.95,41.01,102.24,134.39,100.71,"4,070.56"
26/01/2023,143.96,364.87,212.73,20.00,40.91,99.22,134.45,99.16,"4,060.43"
25/01/2023,141.86,367.96,212.68,20.42,40.28,97.18,140.76,96.73,"4,016.22"
24/01/2023,142.53,363.83,211.98,19.16,40.28,96.32,141.49,99.21,"4,016.95"
23/01/2023,141.11,357.42,209.97,19.10,39.90,97.52,141.86,101.21,"4,019.81"
20/01/2023,137.87,342.50,206.76,19.23,39.05,97.25,141.20,99.28,"3,972.61"
19/01/2023,135.27,315.78,207.09,18.94,38.16,93.68,140.62,93.91,"3,898.85"
18/01/2023,135.21,326.33,209.41,19.02,38.28,95.46,140.41,91.78,"3,928.86"
17/01/2023,135.94,326.22,211.41,19.33,38.97,96.05,145.19,92.16,"3,990.97"
13/01/2023,134.76,332.82,214.13,19.55,39.54,98.12,145.89,92.80,"3,999.09"
12/01/2023,133.41,330.13,214.32,19.41,38.93,95.27,145.55,91.91,"3,983.17"
11/01/2023,133.49,327.26,208.03,19.41,38.58,95.09,145.26,92.26,"3,969.61"
10/01/2023,130.73,327.54,206.69,19.47,38.85,89.87,144.80,89.24,"3,919.25"
09/01/2023,130.15,315.17,208.57,19.04,37.64,87.36,143.55,88.80,"3,892.09"
06/01/2023,129.62,315.55,213.00,19.53,37.20,86.08,143.70,88.16,"3,895.08"
05/01/2023,125.02,309.70,204.99,19.21,35.15,83.12,141.11,86.77,"3,808.10"
04/01/2023,126.36,309.41,203.64,19.14,35.54,85.14,142.60,88.71,"3,852.97"
03/01/2023,125.07,294.95,195.39,18.74,33.28,85.82,141.55,89.70,"3,824.14"
30/12/2022,129.93,294.88,190.49,18.41,33.53,84.00,140.89,88.73,"3,839.50"
29/12/2022,129.61,291.12,188.91,18.45,33.26,84.18,141.06,88.95,"3,849.28"
28/12/2022,126.04,276.88,188.38,18.22,32.43,81.82,140.02,86.46,"3,783.22"
27/12/2022,130.03,284.17,189.40,18.46,33.87,83.04,142.42,87.93,"3,829.25"
23/12/2022,131.86,294.97,189.06,18.31,33.82,85.25,141.65,89.81,"3,844.82"
22/12/2022,132.23,297.75,188.25,18.27,33.75,83.79,140.88,88.26,"3,822.39"
21/12/2022,135.45,297.96,196.00,18.15,34.57,86.77,142.14,90.25,"3,878.44"
20/12/2022,132.30,288.19,188.29,18.07,34.37,85.19,141.28,89.63,"3,821.62"
19/12/2022,132.37,288.30,185.68,17.86,34.22,84.92,138.87,89.15,"3,817.66"
16/12/2022,134.51,290.71,184.70,18.49,35.66,87.86,140.16,90.86,"3,852.36"
15/12/2022,136.50,290.41,183.72,18.47,36.22,88.45,142.36,91.20,"3,895.75"
14/12/2022,143.21,317.83,188.25,18.90,36.93,91.58,149.86,95.31,"3,995.32"
13/12/2022,145.47,320.34,187.13,19.12,37.46,92.49,150.57,95.85,"4,019.65"
12/12/2022,144.49,315.18,186.27,19.30,36.90,90.55,149.21,93.56,"3,990.56"
09/12/2022,142.16,320.01,179.54,19.09,36.35,89.09,147.05,93.07,"3,934.38"
08/12/2022,142.65,310.26,179.08,19.12,37.01,90.35,147.78,93.95,"3,963.51"
07/12/2022,140.94,308.42,176.50,19.30,36.38,88.46,147.27,95.15,"3,933.92"
06/12/2022,142.91,305.56,178.43,19.17,37.32,88.25,147.50,97.31,"3,941.26"
05/12/2022,146.63,312.59,185.10,18.75,37.80,91.01,147.41,99.87,"3,998.84"
02/12/2022,147.81,320.41,182.87,19.02,37.08,94.13,148.67,100.83,"4,071.70"
01/12/2022,148.31,316.95,175.78,19.19,37.27,95.50,149.16,101.28,"4,076.57"
30/11/2022,148.03,305.53,178.88,19.28,36.86,96.54,148.90,101.45,"4,080.11"
29/11/2022,141.17,280.96,175.32,19.01,35.86,92.42,146.49,95.44,"3,957.63"
28/11/2022,144.22,281.17,171.83,18.82,34.92,93.95,146.18,96.25,"3,963.94"
25/11/2022,148.11,285.54,178.36,19.12,35.73,93.41,148.37,97.60,"4,026.12"
23/11/2022,151.07,291.50,174.85,19.09,35.88,94.13,148.75,98.82,"4,027.26"
22/11/2022,150.18,286.69,172.50,19.00,35.47,93.20,149.10,97.33,"4,003.58"
21/11/2022,148.01,285.05,172.94,18.84,35.76,92.46,146.68,95.83,"3,949.94"
18/11/2022,151.29,287.98,173.89,18.97,36.74,94.14,147.64,97.80,"3,965.34"
17/11/2022,150.72,295.28,172.78,18.95,37.04,94.85,146.09,98.50,"3,946.56"
16/11/2022,148.79,306.02,172.69,18.93,37.02,97.12,144.52,98.99,"3,958.79"
15/11/2022,150.04,310.20,175.35,19.02,37.49,98.94,144.34,98.72,"3,991.73"
14/11/2022,148.28,299.27,173.55,19.06,36.95,98.49,144.20,96.03,"3,957.25"
11/11/2022,149.70,290.13,177.49,19.05,36.63,100.79,143.17,96.73,"3,992.93"
10/11/2022,146.87,274.97,177.58,18.84,35.31,96.63,141.23,94.17,"3,956.37"
09/11/2022,134.87,254.66,168.74,18.38,33.56,86.14,137.39,87.40,"3,748.57"
08/11/2022,139.50,263.46,169.62,18.57,34.49,89.98,140.04,88.91,"3,828.11"
07/11/2022,138.92,258.60,164.91,18.36,34.19,90.53,138.34,88.65,"3,806.80"
04/11/2022,138.38,260.79,160.01,18.32,33.84,90.98,136.96,86.70,"3,770.55"
03/11/2022,138.88,269.06,156.75,18.17,31.41,89.30,134.47,83.49,"3,719.89"
02/11/2022,145.03,273.00,147.41,18.43,35.11,92.12,136.83,87.07,"3,759.69"
01/11/2022,150.65,286.75,143.38,18.35,35.94,96.79,138.20,90.50,"3,856.10"
31/10/2022,153.34,291.88,142.51,18.23,35.57,102.44,138.29,94.66,"3,871.98"
28/10/2022,155.74,295.72,143.84,18.48,35.96,103.41,138.51,96.58,"3,901.06"
27/10/2022,144.80,296.94,139.76,18.03,34.50,110.96,134.77,92.60,"3,807.30"
26/10/2022,149.35,298.62,133.79,18.14,34.33,115.66,135.01,94.82,"3,830.60"
25/10/2022,152.34,291.02,146.65,17.69,34.19,120.60,132.93,104.93,"3,859.11"
24/10/2022,149.45,282.45,142.05,17.51,33.97,119.82,132.69,102.97,"3,797.34"
21/10/2022,147.27,289.57,141.32,17.10,33.92,119.32,129.90,101.48,"3,752.75"
20/10/2022,143.39,268.16,139.13,16.74,32.46,115.25,128.30,100.53,"3,665.78"
19/10/2022,143.86,272.38,138.39,15.54,32.46,115.07,122.51,100.29,"3,695.16"
18/10/2022,143.75,240.86,137.34,15.60,32.57,116.36,122.94,101.39,"3,719.98"
17/10/2022,142.41,245.10,136.09,15.31,32.25,113.79,121.52,100.78,"3,677.95"
14/10/2022,138.38,230.00,133.15,14.99,30.64,106.90,120.04,97.18,"3,583.07"
13/10/2022,142.99,232.51,132.40,15.12,30.72,112.53,121.79,99.71,"3,669.91"
12/10/2022,138.34,220.87,130.42,14.63,30.89,112.90,117.57,98.30,"3,577.03"
